OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
12547,125961080,2004-09-27,2,00307282,Hour Glass Lake,0.025,0,03080103019189,390,39004,250000,0.00595016068408,2.36181508817e-6,25344.520502105355
3926,125973880,2014-03-21,2,00280583,Clubhouse Lake,0.74856061,0,03080103019308,390,39004,1000000,0.0457866541344,6.97726511706e-5,24396.076118071564
1514,125960894,2014-03-21,2,NA,NA,0.02392819,0,03080103031804,390,39001,250000,0.00569601285462,2.23083273383e-6,23928.186737572774
12294,125960825,2014-03-21,2,NA,NA,0.02390236,0,NA,466,46600,50000,0.00697423262953,2.22886427001e-6,23902.359439246356
3123,{97C642AB-1F29-4225-87F9-3599A2E5B65B},2019-10-15,2,NA,NA,0.25416099,0,NA,466,46600,100000,0.0528655589285,2.36817559808e-5,23847.97082771914
4512,112664596,2020-03-18,2,NA,NA,0.02384343,0,03080102003817,390,39006,250000,0.00574889527457,2.2212345488e-6,23843.4316656678
18093,{A4181B8F-7CBB-432F-9B98-3BC103EF3E36},2014-03-21,2,NA,NA,0.02339424,0,NA,466,46600,50000,0.00627202130403,2.18005215667e-6,23394.240026084706
7172,125973071,2014-03-21,2,NA,NA,0.02215056,0,NA,466,46600,50000,0.00586936949979,2.06501271906e-6,22150.564025220927
3071,112699142,2010-03-29,2,00307280,Little Lake Green Sills,0.032,0,03080102003772,390,39004,250000,0.00631003146263,2.93938886763e-6,20529.187462440226
17918,{DDD8DF33-21C7-480B-ABE0-B97EFCF43BE4},2014-03-21,2,NA,NA,0.02050943,0,NA,466,46600,50000,0.0110077007982,1.91188848611e-6,20509.42975205602
4528,112699182,2020-05-28,2,00282756,Fowlers Lake,0.15265099,0,03080102003834,390,39000,500000,0.0152454157699,1.42198946403e-5,20105.724528423045
8737,125961017,2004-09-27,2,NA,NA,0.02,0,03080103003342,390,39004,100000,0.00620090019947,1.83129220989e-6,19655.857866614966
14371,125960880,2014-03-21,2,NA,NA,0.01914091,0,NA,466,46600,50000,0.00521682571853,1.78460412077e-6,19140.90830137022
3083,112680790,2003-12-01,2,00307281,Whirlwind Lake,0.019,0,03080102006186,390,39004,100000,0.00518119321983,1.77434596339e-6,19042.55779140396
6615,125960999,2004-09-27,2,NA,NA,0.018,0,NA,466,46600,50000,0.013479762602,1.68109777924e-6,18039.36456022272
13461,125960534,2004-09-27,2,NA,NA,0.017,0,NA,466,46600,50000,0.0155577729609,1.62321183277e-6,17418.378364454435
6839,125960982,2014-03-21,2,NA,NA,0.01740495,0,03080103019307,390,39004,100000,0.00469613924935,1.6221566861e-6,17404.953273316845
2875,125960988,2004-09-27,2,NA,NA,0.017,0,03080103003277,390,39004,100000,0.0046437424947,1.5623704196e-6,16764.01896094531
1157,125973875,2011-09-26,2,NA,NA,0.016,0,03080103003238,390,39004,100000,0.00451627615237,1.5267337575e-6,16376.213050973136
102,125960590,2014-03-21,2,NA,NA,0.01610835,0,NA,466,46600,50000,0.00562432995853,1.50140181396e-6,16108.348190002143
5409,125960802,2014-03-21,2,NA,NA,0.01559484,0,NA,466,46600,50000,0.00465926922858,1.45429273475e-6,15594.836257182527
337,125960533,2004-09-27,2,NA,NA,0.016,0,03080103003312,390,39004,100000,0.00637354993028,1.44846414214e-6,15543.270286345702
3076,112681084,2003-12-01,2,00307281,Whirlwind Lake,0.015,0,03080102006185,390,39004,100000,0.00467231084012,1.41964932674e-6,15235.91874815058
12541,125960550,2004-09-27,2,NA,NA,0.015,0,NA,466,46600,50000,0.00564516886871,1.40874720006e-6,15119.21110560745
12545,125961014,2004-09-27,2,NA,NA,0.015,0,NA,466,46600,50000,0.00440834848082,1.40629446455e-6,15092.806609392985
1821,113631263,2003-12-12,2,NA,NA,0.015,0,NA,466,46600,50000,0.00440647996911,1.3962832823e-6,14977.017266341973
8605,125973109,2011-09-26,2,NA,NA,0.014,0,NA,466,46600,50000,0.00575764516123,1.33928699138e-6,14372.09775588262
17855,{0E98591E-6A8D-445C-94F2-75FD1334D0DD},2014-03-21,2,NA,NA,0.01394784,0,NA,466,46600,50000,0.00420946845976,1.29973531632e-6,13947.8397116228
9488,125960983,2004-09-27,2,NA,NA,0.014,0,NA,466,46600,50000,0.00986072384687,1.29221978489e-6,13865.01426409185
3343,125960570,2014-03-21,2,NA,NA,0.01347596,0,03080103003311,436,43600,100000,0.00416000902415,1.25584948994e-6,13475.963343714364
937,125973892,2014-03-21,2,NA,NA,0.01337099,0,03080103033113,390,39004,100000,0.00400122155757,1.24605971301e-6,13370.993336066604
20016,{160089EB-8072-495E-A0D8-D3B5616292ED},2014-03-21,2,NA,NA,0.01315855,0,03080103040686,390,39001,100000,0.00532274992167,1.22718236433e-6,13158.552464025095
6116,125960928,2004-09-27,2,NA,NA,0.013,0,NA,466,46600,50000,0.00649309435491,1.21817247843e-6,13068.196918803733
7764,125960549,2004-09-27,2,NA,NA,0.013,0,NA,466,46600,50000,0.00449125076566,1.21727383174e-6,13064.180598043837
5182,125961000,2004-09-27,2,00307282,Hour Glass Lake,0.013,0,03080103019188,390,39004,100000,0.00409939302099,1.18179289189e-6,12681.57144336775
8015,113632249,2019-04-16,2,NA,NA,0.01265922,0,03110206000878,390,39004,100000,0.00393711481425,1.18028752272e-6,12659.216199716087
13926,125961015,2004-09-27,2,NA,NA,0.012,0,NA,466,46600,24000,0.00608249196028,1.16409480749e-6,12493.984252406284
17715,{5F02B274-BB3E-4753-9636-E5AED4F1C257},2014-03-21,2,NA,NA,0.01248839,0,NA,466,46600,24000,0.00401544190053,1.16383586703e-6,12488.392790093087
